Genus	Species	ProteomeID	Description	taxaID	ReleaseDate	ProteinCount
Thermococcus	sp.	UP000000874	Thermococcus sp. (strain CGMCC 1.5172 / 4557)	1042877	2015-04-10	2133
Thermococcus	barophilus	UP000007478	Thermococcus barophilus (strain DSM 11836 / MP)	391623	2015-04-22	2265
Thermococcus	gammatolerans	UP000001488	Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3)	593117	2015-04-22	2157
Thermococcus	kodakaraensis	UP000000536	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	69014	2015-05-03	2301
Thermococcus	onnurineus	UP000002727	Thermococcus onnurineus (strain NA1)	523850	2015-04-22	1976
Thermococcus	sibiricus	UP000009079	Thermococcus sibiricus (strain MM 739 / DSM 12597)	604354	2015-04-22	2035
Thermocrinis	albus	UP000002043	Thermocrinis albus (strain DSM 14484 / JCM 11386 / HI 11/12)	638303	2015-04-09	1592
Thermodesulfatator	indicus	UP000006793	Thermodesulfatator indicus (strain DSM 15286 / JCM 11887 / CIR29812)	667014	2015-04-10	2184
Thermodesulfobacterium	geofontis	UP000006583	Thermodesulfobacterium geofontis (strain OPF15)	795359	2015-05-08	1594
Thermodesulfovibrio	yellowstonii	UP000000718	Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87)	289376	2015-04-09	1982
Thermofilum	pendens	UP000000641	Thermofilum pendens (strain Hrk 5)	368408	2015-04-09	1876
Thermogladius	cellulolyticus	UP000005270	Thermogladius cellulolyticus (strain 1633)	1184251	2015-04-10	1414
Thermomicrobium	roseum	UP000000447	Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2)	309801	2015-04-09	2858
Thermomonospora	curvata	UP000001918	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / NCIMB 10081)	471852	2015-05-03	4888
Thermoplasma	volcanium	UP000001017	Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1)	273116	2015-04-13	1523
Thermoplasma	acidophilum	UP000001024	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	273075	2015-04-13	1482
Thermoproteus	uzoniensis	UP000008138	Thermoproteus uzoniensis (strain 768-20)	999630	2015-06-04	2185
Thermoproteus	tenax	UP000002654	Thermoproteus tenax (strain ATCC 35583 / NBRC 100435 / JCM 9277 / Kra 1)	768679	2015-06-04	2047
Thermosediminibacter	oceani	UP000000272	Thermosediminibacter oceani (strain ATCC BAA-1034 / DSM 16646 / JW/IW-1228P)	555079	2015-04-09	2151
Thermosipho	melanesiensis	UP000001110	Thermosipho melanesiensis (strain BI429 / DSM 12029)	391009	2015-05-03	1877
Thermosipho	africanus	UP000002453	Thermosipho africanus (strain TCF52B)	484019	2015-05-03	1918
Thermosphaera	aggregans	UP000002376	Thermosphaera aggregans (strain DSM 11486 / M11TL)	633148	2015-04-09	1387
Thermosynechococcus	elongatus	UP000000440	Thermosynechococcus elongatus (strain BP-1)	197221	2015-04-13	2451
Thermotoga	sp.	UP000001687	Thermotoga sp. (strain RQ2)	126740	2015-06-07	1818
Thermotoga	lettingae	UP000002016	Pseudothermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / NBRC 107922 / TMO) (Thermotoga lettingae)	416591	2015-05-10	2040
Thermotoga	maritima	UP000008183	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	243274	2015-04-13	1852
Thermotoga	naphthophila	UP000000940	Thermotoga naphthophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10)	590168	2015-04-24	1765
Thermotoga	neapolitana	UP000000445	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NS-E)	309803	2015-04-24	1937
Thermotoga	petrophila	UP000006558	Thermotoga petrophila (strain RKU-1 / ATCC BAA-488 / DSM 13995)	390874	2015-04-24	1784
Thermovibrio	ammonificans	UP000006362	Thermovibrio ammonificans (strain DSM 15698 / JCM 12110 / HB-1)	648996	2015-04-09	1812
Thermus	thermophilus	UP000009233	Thermus thermophilus (strain SG0.5JP17-16)	762633	2015-04-13	2327
Thielavia	heterothallica	UP000007322	Thielavia heterothallica (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Myceliophthora thermophila)	573729	2015-04-13	9081
Thioalkalimicrobium	cyclicum	UP000009232	Thioalkalimicrobium cyclicum (strain DSM 14477 / JCM 11371 / ALM1)	717773	2015-04-10	1664
Thioalkalivibrio	sp.	UP000002383	Thioalkalivibrio sulfidiphilus (strain HL-EbGR7)	396588	2015-04-09	3272
Thiobacillus	denitrificans	UP000008291	Thiobacillus denitrificans (strain ATCC 25259)	292415	2015-04-09	2826
Thiocystis	violascens	UP000006062	Thiocystis violascens (strain ATCC 17096 / DSM 198 / 6111) (Chromatium violascens)	765911	2015-04-10	4192
Thiomicrospira	crunogena	UP000002713	Thiomicrospira crunogena (strain XCL-2)	317025	2015-04-09	2187
Tistrella	mobilis	UP000005258	Tistrella mobilis (strain KA081020-065)	1110502	2015-04-13	5778
Tolumonas	auensis	UP000009073	Tolumonas auensis (strain DSM 9187 / TA4)	595494	2015-04-09	3126
Tremblaya	princeps	UP000000505	Tremblaya princeps (strain PCIT)	891398	2015-04-10	121
Treponema	succinifaciens	UP000006852	Treponema succinifaciens (strain ATCC 33096 / DSM 2489 / 6091)	869209	2015-04-13	2561
Treponema	azotonutricium	UP000009222	Treponema azotonutricium (strain ATCC BAA-888 / DSM 13862 / ZAS-9)	545695	2015-04-22	3457
Treponema	caldaria	UP000000503	Treponema caldarium (strain ATCC 51460 / DSM 7334 / H1) (Spirochaeta caldaria)	744872	2015-06-03	2754
Treponema	denticola	UP000008212	Treponema denticola (strain ATCC 35405 / CIP 103919 / DSM 14222)	243275	2015-04-09	2753
Treponema	pallidum	UP000001202	Treponema pallidum subsp. pallidum (strain SS14)	455434	2015-06-03	165
Treponema	primitia	UP000009223	Treponema primitia (strain ATCC BAA-887 / DSM 12427 / ZAS-2)	545694	2015-04-22	3512
Tribolium	castaneum	UP000007266	Tribolium castaneum (Red flour beetle)	7070	2015-04-13	16502
Trichinella	spiralis	UP000006823	Trichinella spiralis (Trichina worm)	6334	2015-04-13	16041
Trichodesmium	erythraeum	UP000008878	Trichodesmium erythraeum (strain IMS101)	203124	2015-04-09	4342
Trichoplax	adhaerens	UP000009022	Trichoplax adhaerens (Trichoplax reptans)	10228	2015-04-10	11520
Triticum	urartu	UP000015106	Triticum urartu (Red wild einkorn) (Crithodium urartu)	4572	2015-06-03	33312
Triticum	aestivum	UP000019116	Triticum aestivum (Wheat)	4565	2015-06-03	94854
Tropheryma	whipplei	UP000002200	Tropheryma whipplei (strain Twist) (Whipple's bacillus)	203267	2015-05-03	805
Truepera	radiovictrix	UP000000379	Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24)	649638	2015-04-09	2924
Tuber	melanosporum	UP000006911	Tuber melanosporum (strain Mel28) (Perigord black truffle)	656061	2015-04-09	7494
Uncultured	termite	UP000001691	Uncultured termite group 1 bacterium phylotype Rs-D17	471821	2015-04-09	767
Uncultured	methanogenic	UP000000663	Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50)	351160	2015-05-14	3071
Ureaplasma	urealyticum	UP000002018	Ureaplasma urealyticum serovar 10 (strain ATCC 33699 / Western)	565575	2015-04-09	646
Ureaplasma	parvum	UP000000423	Ureaplasma parvum serovar 3 (strain ATCC 700970)	273119	2015-04-08	611
Ustilago	maydis	UP000000561	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)	237631	2015-05-10	6799
Variovorax	paradoxus	UP000000453	Variovorax paradoxus (strain S110)	543728	2015-04-13	6272
Veillonella	parvula	UP000007968	Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) (Veillonella alcalescens)	479436	2015-04-09	1843
Verminephrobacter	eiseniae	UP000000374	Verminephrobacter eiseniae (strain EF01-2)	391735	2015-04-09	4911
Verticillium	dahliae	UP000001611	Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137) (Verticillium wilt)	498257	2015-04-10	10530
Vesicomyosocius	okutanii	UP000000247	Vesicomyosocius okutanii subsp. Calyptogena okutanii (strain HA)	412965	2015-04-09	936
Vibrio	vulnificus	UP000002675	Vibrio vulnificus (strain YJ016)	196600	2015-06-03	4990
Vibrio	anguillarum	UP000006800	Vibrio anguillarum (strain ATCC 68554 / 775) (Listonella anguillarum)	882102	2015-05-01	3722
Vibrio	campbellii	UP000008152	Vibrio campbellii (strain ATCC BAA-1116 / BB120)	338187	2015-04-13	5605
Vibrio	cholerae	UP000001217	Vibrio cholerae serotype O1 (strain M66-2)	579112	2015-04-13	3652
Vibrio	fischeri	UP000001857	Vibrio fischeri (strain MJ11)	388396	2015-04-09	4034
Vibrio	parahaemolyticus	UP000002493	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	223926	2015-05-26	4821
Vibrio	sp.	UP000002571	Vibrio antiquarius (strain Ex25)	150340	2015-06-03	4514
Vibrio	splendidus	UP000009100	Vibrio tasmaniensis (strain LGP32) (Vibrio splendidus (strain Mel32))	575788	2015-04-13	4420
Vitis	vinifera	UP000009183	Vitis vinifera (Grape)	29760	2015-05-15	29906
Vulcanisaeta	moutnovskia	UP000007485	Vulcanisaeta moutnovskia (strain 768-28)	985053	2015-04-09	2318
Vulcanisaeta	distributa	UP000006681	Vulcanisaeta distributa (strain DSM 14429 / JCM 11212 / NBRC 100878 / IC-017)	572478	2015-04-09	2493
Wallemia	sebi	UP000005242	Wallemia sebi (strain ATCC MYA-4683 / CBS 633.66)	671144	2015-04-10	5262
Weissella	koreensis	UP000008930	Weissella koreensis (strain KACC 15510)	1045854	2015-04-10	1346
Wigglesworthia	glossinidia	UP000000562	Wigglesworthia glossinidia brevipalpis	36870	2015-04-09	617
Wolbachia	sp.	UP000001293	Wolbachia sp. subsp. Drosophila simulans (strain wRi)	66084	2015-04-09	1034
Wolbachia	pipientis	UP000008814	Wolbachia pipientis subsp. Culex pipiens (strain wPip)	570417	2015-04-09	1161
Wolinella	succinogenes	UP000000422	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	273121	2015-04-13	2028
Xanthobacter	autotrophicus	UP000002417	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	78245	2015-04-13	4971
Xanthomonas	oryzae	UP000006735	Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85)	291331	2015-06-05	4382
Xanthomonas	axonopodis	UP000000576	Xanthomonas axonopodis pv. citri (strain 306)	190486	2015-04-13	4354
Xanthomonas	campestris	UP000001010	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)	190485	2015-06-04	4127
Xenopus	tropicalis	UP000008143	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	8364	2015-05-10	23491
Xiphophorus	maculatus	UP000002852	Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)	8083	2015-05-10	20451
Xylanimonas	cellulosilytica	UP000002255	Xylanimonas cellulosilytica (strain DSM 15894 / CECT 5975 / LMG 20990 / XIL07)	446471	2015-05-03	3441
Xylella	fastidiosa	UP000002516	Xylella fastidiosa (strain Temecula1 / ATCC 700964)	183190	2015-05-26	2007
Yarrowia	lipolytica	UP000001300	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	284591	2015-04-13	6453
Yersinia	pseudotuberculosis	UP000000721	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	502800	2015-06-03	638
Yersinia	enterocolitica	UP000000642	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	393305	2015-06-07	4026
Yersinia	pestis	UP000000932	Yersinia pestis (strain Z176003)	637386	2015-06-04	3546
Zea	mays	UP000007305	Zea mays (Maize)	4577	2015-05-15	58493
Zinderia	insecticola	UP000001303	Zinderia insecticola (strain CARI)	871271	2015-04-09	206
Zobellia	galactanivorans	UP000008898	Zobellia galactanivorans (strain DSM 12802 / CIP 106680 / NCIMB 13871 / Dsij)	63186	2015-04-21	4708
Zunongwangia	profunda	UP000001654	Zunongwangia profunda (strain DSM 18752 / CCTCC AB 206139 / SM-A87)	655815	2015-04-09	4633
Zymomonas	mobilis	UP000001173	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	264203	2015-04-13	1779
